# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248294054.159 	 0.77291840 	 -1.00354140 	 2.41530000 
1248294054.218 	 0.77285880 	 -1.00360190 	 2.41500000 
1248294054.220 	 0.77288000 	 -1.00360800 	 2.41500000 
1248294054.244 	 0.77290400 	 -1.00361390 	 2.41510000 
1248294054.266 	 0.77289200 	 -1.00357610 	 2.41520000 
1248294054.290 	 0.77287750 	 -1.00356270 	 2.41530000 
1248294054.328 	 0.77290660 	 -1.00353240 	 2.41530000 
1248294054.353 	 0.77292260 	 -1.00352590 	 2.41530000 
1248294054.390 	 0.77288030 	 -1.00351140 	 2.41520000 
1248294054.430 	 0.77285360 	 -1.00352630 	 2.41520000 
1248294054.451 	 0.77285740 	 -1.00357830 	 2.41500000 
1248294054.453 	 0.77287890 	 -1.00358690 	 2.41500000 
1248294054.477 	 0.77291880 	 -1.00359580 	 2.41510000 
1248294054.515 	 0.77291370 	 -1.00358570 	 2.41510000 
1248294054.521 	 0.77288880 	 -1.00357230 	 2.41510000 
1248294054.567 	 0.77284080 	 -1.00355440 	 2.41520000 
1248294054.616 	 0.77294170 	 -1.00355020 	 2.41540000 
1248294054.619 	 0.77293240 	 -1.00354670 	 2.41550000 
1248294054.661 	 0.77286750 	 -1.00358460 	 2.41520000 
1248294054.687 	 0.77285330 	 -1.00357880 	 2.41510000 
1248294054.714 	 0.77290990 	 -1.00360260 	 2.41490000 
1248294054.745 	 0.77290920 	 -1.00358740 	 2.41490000 
1248294054.766 	 0.77288610 	 -1.00358130 	 2.41520000 
1248294054.768 	 0.77286600 	 -1.00357590 	 2.41530000 
1248294054.810 	 0.77285000 	 -1.00359140 	 2.41540000 
1248294054.844 	 0.77285950 	 -1.00358120 	 2.41530000 
1248294054.879 	 0.77290350 	 -1.00352450 	 2.41530000 
1248294054.916 	 0.77286270 	 -1.00352030 	 2.41530000 
1248294054.940 	 0.77281220 	 -1.00362650 	 2.41520000 
1248294054.963 	 0.77283070 	 -1.00362860 	 2.41510000 
1248294055.003 	 0.77296530 	 -1.00360240 	 2.41520000 
1248294055.049 	 0.77282140 	 -1.00356590 	 2.41500000 
1248294055.082 	 0.77281120 	 -1.00356300 	 2.41500000 
1248294055.104 	 0.77293500 	 -1.00355680 	 2.41540000 
