# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248297543.422 	 2.42115990 	 -2.31533110 	 2.32050000 
1248297543.439 	 2.42116650 	 -2.31532950 	 2.32050000 
1248297543.441 	 2.42116870 	 -2.31533130 	 2.32060000 
1248297543.456 	 2.42116730 	 -2.31533360 	 2.32070000 
1248297543.464 	 2.42116080 	 -2.31533530 	 2.32080000 
1248297543.472 	 2.42115140 	 -2.31533700 	 2.32080000 
1248297543.489 	 2.42114220 	 -2.31534140 	 2.32080000 
1248297543.491 	 2.42113450 	 -2.31534560 	 2.32080000 
1248297543.506 	 2.42113190 	 -2.31534510 	 2.32070000 
1248297543.508 	 2.42114320 	 -2.31534430 	 2.32070000 
1248297543.522 	 2.42116110 	 -2.31534360 	 2.32070000 
1248297543.539 	 2.42117940 	 -2.31534650 	 2.32070000 
1248297543.541 	 2.42119150 	 -2.31535110 	 2.32070000 
1248297543.556 	 2.42119520 	 -2.31535530 	 2.32080000 
1248297543.558 	 2.42119260 	 -2.31535590 	 2.32080000 
1248297543.572 	 2.42118110 	 -2.31535550 	 2.32080000 
1248297543.589 	 2.42116520 	 -2.31535680 	 2.32080000 
1248297543.594 	 2.42114760 	 -2.31535990 	 2.32080000 
1248297543.606 	 2.42113290 	 -2.31536030 	 2.32080000 
1248297543.608 	 2.42112650 	 -2.31535830 	 2.32070000 
1248297543.623 	 2.42113050 	 -2.31535670 	 2.32070000 
1248297543.639 	 2.42113910 	 -2.31535350 	 2.32070000 
1248297543.644 	 2.42115490 	 -2.31534630 	 2.32060000 
1248297543.656 	 2.42117400 	 -2.31533550 	 2.32060000 
1248297543.658 	 2.42118970 	 -2.31532360 	 2.32060000 
1248297543.673 	 2.42120000 	 -2.31531540 	 2.32060000 
1248297543.689 	 2.42119810 	 -2.31531180 	 2.32060000 
1248297543.691 	 2.42118570 	 -2.31531380 	 2.32060000 
1248297543.706 	 2.42116970 	 -2.31531590 	 2.32060000 
