# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s] 
1248450347.208 	  0.086 	 -0.398 
1248450347.229 	  0.086 	 -0.398 
1248450347.239 	  0.086 	 -0.398 
1248450347.259 	  0.086 	 -0.398 
1248450347.270 	  0.086 	 -0.398 
1248450347.280 	  0.086 	 -0.398 
1248450347.290 	  0.086 	 -0.398 
1248450347.301 	  0.086 	 -0.398 
1248450347.311 	  0.086 	 -0.398 
1248450347.321 	  0.086 	 -0.398 
1248450347.332 	  0.086 	 -0.398 
1248450347.342 	  0.086 	 -0.398 
1248450347.352 	  0.086 	 -0.398 
1248450347.362 	  0.086 	 -0.398 
1248450347.373 	  0.086 	 -0.398 
1248450347.383 	  0.086 	 -0.398 
1248450347.393 	  0.086 	 -0.398 
1248450347.404 	  0.086 	 -0.398 
1248450347.414 	  0.086 	 -0.398 
1248450347.434 	  0.086 	 -0.398 
1248450347.445 	  0.086 	 -0.398 
1248450347.455 	  0.086 	 -0.398 
1248450347.465 	  0.086 	 -0.398 
1248450347.476 	  0.086 	 -0.398 
1248450347.486 	  0.086 	 -0.398 
1248450347.506 	  0.086 	 -0.398 
1248450347.517 	  0.086 	 -0.398 
1248450347.527 	  0.086 	 -0.398 
1248450347.537 	  0.086 	 -0.398 
1248450347.548 	  0.086 	 -0.398 
1248450347.558 	  0.086 	 -0.398 
1248450347.579 	  0.086 	 -0.398 
1248450347.609 	  0.086 	 -0.398 
1248450347.620 	  0.086 	 -0.398 
1248450347.640 	  0.086 	 -0.398 
1248450347.650 	  0.086 	 -0.398 
1248450348.006 	  0.000 	  0.000 
1248450348.016 	  0.000 	  0.000 
1248450348.027 	  0.000 	  0.000 
1248450348.037 	  0.000 	  0.000 
1248450348.153 	  0.086 	 -0.398 
1248450348.163 	  0.086 	 -0.398 
1248450348.204 	  0.084 	 -0.385 
1248450348.215 	  0.082 	 -0.376 
1248450348.226 	  0.083 	 -0.379 
1248450348.246 	  0.082 	 -0.372 
1248450348.267 	  0.082 	 -0.371 
1248450348.277 	  0.082 	 -0.371 
1248450348.288 	  0.081 	 -0.366 
1248450348.298 	  0.081 	 -0.362 
1248450348.319 	  0.081 	 -0.365 
1248450348.329 	  0.081 	 -0.364 
1248450348.340 	  0.081 	 -0.357 
1248450348.350 	  0.080 	 -0.354 
1248450348.361 	  0.081 	 -0.358 
1248450348.371 	  0.081 	 -0.357 
1248450348.392 	  0.080 	 -0.352 
1248450348.402 	  0.080 	 -0.350 
