# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s] 
1248450346.704 	  0.077 	 -0.290 
1248450346.725 	  0.077 	 -0.289 
1248450346.745 	  0.077 	 -0.289 
1248450346.756 	  0.077 	 -0.290 
1248450346.786 	  0.077 	 -0.290 
1248450346.796 	  0.077 	 -0.290 
1248450346.807 	  0.077 	 -0.290 
1248450346.827 	  0.077 	 -0.290 
1248450346.838 	  0.077 	 -0.290 
1248450346.858 	  0.077 	 -0.290 
1248450346.889 	  0.077 	 -0.290 
1248450346.899 	  0.077 	 -0.290 
1248450346.909 	  0.077 	 -0.290 
1248450346.940 	  0.077 	 -0.290 
1248450346.950 	  0.077 	 -0.290 
1248450346.991 	  0.077 	 -0.288 
1248450347.001 	  0.076 	 -0.286 
1248450347.012 	  0.076 	 -0.284 
1248450347.042 	  0.076 	 -0.275 
1248450347.063 	  0.076 	 -0.274 
1248450347.114 	  0.075 	 -0.263 
1248450347.144 	  0.075 	 -0.255 
1248450347.155 	  0.075 	 -0.252 
1248450347.185 	  0.074 	 -0.237 
1248450347.206 	  0.074 	 -0.234 
1248450347.246 	  0.073 	 -0.218 
1248450347.257 	  0.073 	 -0.220 
1248450347.287 	  0.073 	 -0.214 
1248450347.298 	  0.073 	 -0.212 
1248450347.308 	  0.073 	 -0.208 
1248450347.339 	  0.072 	 -0.193 
1248450347.349 	  0.072 	 -0.186 
1248450347.359 	  0.072 	 -0.180 
1248450347.390 	  0.071 	 -0.160 
1248450347.400 	  0.071 	 -0.158 
1248450347.441 	  0.071 	 -0.151 
1248450347.451 	  0.071 	 -0.149 
1248450347.462 	  0.071 	 -0.145 
1248450347.492 	  0.070 	 -0.130 
1248450347.503 	  0.070 	 -0.125 
1248450347.513 	  0.070 	 -0.121 
1248450347.544 	  0.070 	 -0.112 
1248450347.554 	  0.070 	 -0.110 
1248450347.595 	  0.070 	 -0.096 
1248450347.605 	  0.069 	 -0.092 
1248450347.636 	  0.069 	 -0.081 
1248450347.656 	  0.069 	 -0.081 
1248450347.666 	  0.069 	 -0.083 
1248450347.697 	  0.069 	 -0.083 
1248450347.707 	  0.069 	 -0.083 
1248450347.718 	  0.069 	 -0.081 
1248450347.738 	  0.069 	 -0.070 
1248450347.759 	  0.069 	 -0.063 
1248450347.789 	  0.068 	 -0.054 
1248450347.800 	  0.068 	 -0.056 
1248450347.851 	  0.068 	 -0.061 
1248450347.871 	  0.068 	 -0.059 
1248450347.891 	  0.068 	 -0.043 
1248450347.912 	  0.068 	 -0.038 
1248450347.932 	  0.068 	 -0.036 
1248450347.943 	  0.068 	 -0.036 
1248450347.983 	  0.068 	 -0.038 
1248450347.994 	  0.068 	 -0.038 
1248450348.004 	  0.068 	 -0.038 
1248450348.035 	  0.068 	 -0.038 
1248450348.045 	  0.068 	 -0.038 
1248450348.076 	  0.068 	 -0.032 
1248450348.086 	  0.068 	 -0.029 
1248450348.127 	  0.068 	 -0.032 
1248450348.137 	  0.068 	 -0.032 
1248450348.147 	  0.068 	 -0.032 
1248450348.188 	  0.068 	 -0.027 
1248450348.198 	  0.067 	 -0.025 
1248450348.229 	  0.068 	 -0.027 
1248450348.239 	  0.068 	 -0.029 
1248450348.280 	  0.068 	 -0.027 
1248450348.301 	  0.067 	 -0.023 
1248450348.331 	  0.067 	 -0.014 
1248450348.352 	  0.067 	 -0.011 
1248450348.393 	  0.074 	  0.219 
1248450348.403 	  0.074 	  0.219 
1248450348.434 	  0.074 	  0.219 
1248450348.444 	  0.074 	  0.219 
1248450348.485 	  0.074 	  0.220 
1248450348.505 	  0.074 	  0.220 
1248450348.546 	  0.074 	  0.219 
1248450348.587 	  0.074 	  0.219 
1248450348.597 	  0.074 	  0.219 
1248450348.631 	  0.074 	  0.220 
1248450348.642 	  0.074 	  0.220 
1248450348.652 	  0.074 	  0.220 
1248450348.693 	  0.074 	  0.220 
1248450348.703 	  0.074 	  0.219 
1248450348.734 	  0.074 	  0.219 
