# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248272263.325 	 0.99186170 	 2.12413610 	 -0.43360000 
1248272263.346 	 0.99184770 	 2.12412620 	 -0.43350000 
1248272263.377 	 0.99195430 	 2.12408240 	 -0.43340000 
1248272263.399 	 0.99196950 	 2.12408550 	 -0.43340000 
1248272263.424 	 0.99199250 	 2.12406310 	 -0.43370000 
1248272263.443 	 0.99197520 	 2.12405550 	 -0.43370000 
1248272263.472 	 0.99188050 	 2.12409910 	 -0.43360000 
1248272263.493 	 0.99187320 	 2.12409190 	 -0.43350000 
1248272263.523 	 0.99191500 	 2.12416910 	 -0.43350000 
1248272263.543 	 0.99192610 	 2.12417000 	 -0.43350000 
1248272263.580 	 0.99194030 	 2.12412120 	 -0.43370000 
1248272263.583 	 0.99192640 	 2.12410960 	 -0.43370000 
1248272263.621 	 0.99191330 	 2.12404840 	 -0.43360000 
1248272263.623 	 0.99191190 	 2.12406680 	 -0.43360000 
1248272263.668 	 0.99197000 	 2.12410240 	 -0.43340000 
1248272263.689 	 0.99196160 	 2.12410200 	 -0.43340000 
1248272263.717 	 0.99194620 	 2.12411410 	 -0.43360000 
1248272263.737 	 0.99192720 	 2.12410450 	 -0.43360000 
1248272263.768 	 0.99188420 	 2.12412480 	 -0.43370000 
1248272263.790 	 0.99189600 	 2.12413800 	 -0.43360000 
1248272263.815 	 0.99192700 	 2.12411770 	 -0.43350000 
1248272263.840 	 0.99193770 	 2.12411180 	 -0.43350000 
1248272263.868 	 0.99192270 	 2.12405920 	 -0.43360000 
1248272263.888 	 0.99191960 	 2.12405480 	 -0.43360000 
1248272263.922 	 0.99191940 	 2.12409430 	 -0.43360000 
1248272263.969 	 0.99193440 	 2.12407970 	 -0.43350000 
1248272263.990 	 0.99195120 	 2.12406960 	 -0.43350000 
1248272264.016 	 0.99197580 	 2.12411240 	 -0.43360000 
1248272264.037 	 0.99197400 	 2.12412740 	 -0.43360000 
1248272264.068 	 0.99186620 	 2.12414950 	 -0.43360000 
1248272264.090 	 0.99185430 	 2.12415090 	 -0.43360000 
