# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Robot Groundtruth Data Fomat:
# Time [s]    x [m]    y [m]    orientation [rad] 
1248362849.945 	 4.25580950 	 3.23869860 	 -2.35000000 
1248362849.977 	 4.25575010 	 3.23855830 	 -2.35100000 
1248362850.014 	 4.25576070 	 3.23876440 	 -2.35040000 
1248362850.029 	 4.25576660 	 3.23881080 	 -2.35010000 
1248362850.064 	 4.25584180 	 3.23874220 	 -2.34950000 
1248362850.080 	 4.25583700 	 3.23869880 	 -2.34960000 
1248362850.117 	 4.25586090 	 3.23863050 	 -2.35010000 
1248362850.129 	 4.25584080 	 3.23863920 	 -2.35020000 
1248362850.164 	 4.25580600 	 3.23872610 	 -2.35020000 
1248362850.179 	 4.25579960 	 3.23874710 	 -2.35010000 
1248362850.288 	 4.25582250 	 3.23871390 	 -2.35000000 
1248362850.291 	 4.25580700 	 3.23866680 	 -2.35010000 
1248362850.295 	 4.25584850 	 3.23866170 	 -2.35040000 
1248362850.342 	 4.25580590 	 3.23868820 	 -2.35020000 
1248362850.365 	 4.25578100 	 3.23880400 	 -2.34990000 
1248362850.398 	 4.25578340 	 3.23880200 	 -2.34990000 
1248362850.422 	 4.25576190 	 3.23874610 	 -2.35010000 
1248362850.424 	 4.25576380 	 3.23873850 	 -2.35010000 
1248362850.470 	 4.25579660 	 3.23872270 	 -2.35040000 
1248362850.473 	 4.25576360 	 3.23871500 	 -2.35040000 
1248362850.492 	 4.25573940 	 3.23872060 	 -2.35040000 
1248362850.534 	 4.25572750 	 3.23880200 	 -2.35000000 
1248362850.537 	 4.25571820 	 3.23878850 	 -2.35000000 
1248362850.573 	 4.25576420 	 3.23868350 	 -2.35030000 
1248362850.603 	 4.25576220 	 3.23867850 	 -2.35030000 
1248362850.632 	 4.25580310 	 3.23870420 	 -2.35040000 
1248362850.634 	 4.25581350 	 3.23873130 	 -2.35020000 
1248362850.676 	 4.25581110 	 3.23877310 	 -2.34990000 
1248362850.701 	 4.25581360 	 3.23876580 	 -2.34980000 
1248362850.731 	 4.25580330 	 3.23869840 	 -2.35020000 
1248362850.734 	 4.25580180 	 3.23869640 	 -2.35030000 
1248362850.781 	 4.25586000 	 3.23872630 	 -2.35030000 
1248362850.783 	 4.25585200 	 3.23873310 	 -2.35020000 
1248362850.828 	 4.25586700 	 3.23871270 	 -2.34990000 
1248362850.844 	 4.25587260 	 3.23869850 	 -2.34990000 
1248362850.886 	 4.25583270 	 3.23873070 	 -2.35000000 
1248362850.917 	 4.25577700 	 3.23880810 	 -2.34980000 
1248362850.936 	 4.25576480 	 3.23881780 	 -2.34980000 
1248362850.964 	 4.25582700 	 3.23878410 	 -2.34980000 
1248362850.987 	 4.25579980 	 3.23875400 	 -2.34990000 
1248362851.018 	 4.25586390 	 3.23878130 	 -2.35010000 
1248362851.048 	 4.25584600 	 3.23876580 	 -2.35010000 
1248362851.065 	 4.25573850 	 3.23879320 	 -2.35010000 
1248362851.072 	 4.25574980 	 3.23880690 	 -2.35010000 
1248362851.114 	 4.25573730 	 3.23874820 	 -2.35010000 
1248362851.116 	 4.25571070 	 3.23873320 	 -2.35020000 
