# UTIAS Multi-Robot Cooperative Localization and Mapping Dataset
# produced by Keith Leung (keith.leung@robotics.utias.utoronto.ca) 2009
# Odometry Data Fomat:
# Time [s]    forward velocity [m/s]    angular velocity[rad/s] 
1248362857.244 	  0.067 	  0.000 
1248362857.284 	  0.067 	  0.000 
1248362857.295 	  0.067 	  0.000 
1248362857.345 	  0.067 	  0.000 
1248362857.356 	  0.067 	  0.000 
1248362857.417 	  0.067 	  0.000 
1248362857.478 	  0.067 	  0.000 
1248362857.488 	  0.067 	  0.000 
1248362857.529 	  0.067 	  0.000 
1248362857.539 	  0.067 	  0.000 
1248362857.580 	  0.067 	  0.000 
1248362857.590 	  0.067 	  0.000 
1248362857.641 	  0.067 	  0.000 
1248362857.662 	  0.067 	  0.000 
1248362857.712 	  0.067 	  0.000 
1248362857.753 	  0.067 	  0.000 
1248362857.763 	  0.067 	  0.000 
1248362857.814 	  0.067 	  0.000 
1248362857.835 	  0.067 	  0.000 
1248362857.875 	  0.067 	  0.000 
1248362857.896 	  0.067 	  0.000 
1248362857.947 	  0.067 	  0.000 
1248362857.967 	  0.067 	  0.000 
1248362857.988 	  0.067 	  0.000 
1248362857.998 	  0.067 	  0.000 
1248362858.009 	  0.000 	  0.000 
1248362858.019 	  0.000 	  0.000 
1248362858.029 	  0.000 	  0.000 
1248362858.039 	  0.000 	  0.000 
1248362858.050 	  0.067 	  0.000 
1248362858.060 	  0.067 	  0.000 
1248362858.121 	  0.067 	  0.000 
1248362858.162 	  0.067 	  0.000 
1248362858.182 	  0.067 	  0.000 
1248362858.223 	  0.067 	  0.000 
1248362858.243 	  0.067 	  0.000 
1248362858.284 	  0.067 	  0.000 
1248362858.294 	  0.067 	  0.000 
1248362858.345 	  0.067 	  0.000 
1248362858.366 	  0.067 	  0.000 
1248362858.407 	  0.067 	  0.000 
1248362858.417 	  0.067 	  0.000 
1248362858.468 	  0.067 	  0.000 
1248362858.488 	  0.067 	  0.000 
1248362858.529 	  0.067 	  0.000 
1248362858.539 	  0.067 	  0.000 
1248362858.580 	  0.067 	  0.000 
1248362858.600 	  0.067 	  0.000 
1248362858.630 	  0.067 	  0.000 
1248362858.661 	  0.067 	  0.000 
1248362858.701 	  0.067 	  0.000 
1248362858.711 	  0.067 	  0.000 
1248362858.762 	  0.067 	  0.000 
1248362858.802 	  0.067 	  0.000 
1248362858.823 	  0.067 	  0.000 
1248362858.863 	  0.067 	  0.000 
1248362858.883 	  0.067 	  0.000 
1248362858.924 	  0.067 	  0.000 
1248362858.944 	  0.067 	  0.000 
1248362858.985 	  0.067 	  0.000 
1248362859.005 	  0.067 	  0.000 
1248362859.045 	  0.067 	  0.000 
1248362859.056 	  0.067 	  0.000 
1248362859.106 	  0.067 	  0.000 
1248362859.116 	  0.067 	  0.000 
1248362859.177 	  0.067 	  0.000 
1248362859.187 	  0.067 	  0.000 
1248362859.228 	  0.067 	  0.000 
1248362859.238 	  0.067 	  0.000 
1248362859.279 	  0.067 	  0.000 
1248362859.299 	  0.067 	  0.000 
1248362859.339 	  0.067 	  0.000 
